frame,id,x,y,z,brightness
17,47645,47.3731,34.2360,0.0000,1116.0000
17,48768,51.3189,35.1481,0.0000,2348.0000
18,40393,2.5489,60.5597,0.0000,2394.0000
18,42435,18.7268,42.1927,0.0000,2466.0000
18,43847,31.0052,24.1426,0.0000,2391.0000
18,43949,57.6919,63.9566,0.0000,2422.0000
18,48768,51.3189,35.1481,0.0000,2331.0000
19,40393,2.5489,60.5597,0.0000,2379.0000
19,42435,18.7268,42.1927,0.0000,321.0000
19,43847,31.0052,24.1426,0.0000,2411.0000
19,43949,57.6919,63.9566,0.0000,2332.0000
19,48768,51.3189,35.1481,0.0000,1679.0000
20,40393,2.5489,60.5597,0.0000,89.0000
20,43847,31.0052,24.1426,0.0000,2390.0000
20,43949,57.6919,63.9566,0.0000,1498.0000
20,44740,15.0103,24.3376,0.0000,220.0000
21,43847,31.0052,24.1426,0.0000,2354.0000
21,44147,3.1721,39.7932,0.0000,105.0000
21,44740,15.0103,24.3376,0.0000,2319.0000
21,48218,21.0774,5.8466,0.0000,1948.0000
22,43847,31.0052,24.1426,0.0000,2372.0000
22,44147,3.1721,39.7932,0.0000,1423.0000
22,44740,15.0103,24.3376,0.0000,2434.0000
22,48218,21.0774,5.8466,0.0000,2447.0000
23,43847,31.0052,24.1426,0.0000,2377.0000
23,44740,15.0103,24.3376,0.0000,2322.0000
23,48218,21.0774,5.8466,0.0000,2450.0000
24,43847,31.0052,24.1426,0.0000,493.0000
24,44740,15.0103,24.3376,0.0000,2371.0000
24,48218,21.0774,5.8466,0.0000,2450.0000
25,44740,15.0103,24.3376,0.0000,1545.0000
25,48218,21.0774,5.8466,0.0000,2455.0000
26,40373,62.6232,22.5978,0.0000,1775.0000
26,47303,11.5610,61.8765,0.0000,762.0000
26,48218,21.0774,5.8466,0.0000,2002.0000
27,40373,62.6232,22.5978,0.0000,2476.0000
27,40494,62.2729,30.2053,0.0000,135.0000
27,47365,23.2997,57.8030,0.0000,1762.0000
28,40373,62.6232,22.5978,0.0000,2435.0000
28,40494,62.2729,30.2053,0.0000,1943.0000
28,47365,23.2997,57.8030,0.0000,2389.0000
29,40373,62.6232,22.5978,0.0000,2431.0000
29,47365,23.2997,57.8030,0.0000,2265.0000
30,40373,62.6232,22.5978,0.0000,2435.0000
30,47365,23.2997,57.8030,0.0000,1295.0000
31,40373,62.6232,22.5978,0.0000,2412.0000
32,40373,62.6232,22.5978,0.0000,2482.0000
32,41208,50.5661,15.5261,0.0000,425.0000
33,40191,3.3830,23.3416,0.0000,2258.0000
33,40373,62.6232,22.5978,0.0000,2408.0000
33,47492,46.4799,19.1503,0.0000,2173.0000
34,40191,3.3830,23.3416,0.0000,1746.0000
34,40373,62.6232,22.5978,0.0000,2395.0000
34,41709,39.3769,33.4441,0.0000,811.0000
34,47492,46.4799,19.1503,0.0000,2375.0000
34,49577,37.3499,42.5362,0.0000,1953.0000
35,40373,62.6232,22.5978,0.0000,2385.0000
35,41709,39.3769,33.4441,0.0000,2404.0000
35,47492,46.4799,19.1503,0.0000,2436.0000
35,49577,37.3499,42.5362,0.0000,1092.0000
36,40373,62.6232,22.5978,0.0000,1000.0000
36,41709,39.3769,33.4441,0.0000,1007.0000
36,42573,38.9542,60.3820,0.0000,1813.0000
36,47492,46.4799,19.1503,0.0000,948.0000
36,48085,47.5405,56.2786,0.0000,3.0000
37,42573,38.9542,60.3820,0.0000,843.0000
37,48085,47.5405,56.2786,0.0000,2382.0000
38,42053,48.3491,58.9053,0.0000,34.0000
38,44475,42.9732,7.1409,0.0000,292.0000
38,45928,49.8615,45.0757,0.0000,2364.0000
38,48085,47.5405,56.2786,0.0000,876.0000
39,42053,48.3491,58.9053,0.0000,2444.0000
39,42193,16.9847,26.6640,0.0000,1619.0000
39,44475,42.9732,7.1409,0.0000,2363.0000
39,45928,49.8615,45.0757,0.0000,1377.0000
40,42053,48.3491,58.9053,0.0000,2489.0000
40,42193,16.9847,26.6640,0.0000,1352.0000
40,44475,42.9732,7.1409,0.0000,2415.0000
40,49672,58.7810,2.4471,0.0000,952.0000
41,42053,48.3491,58.9053,0.0000,1626.0000
41,44475,42.9732,7.1409,0.0000,2442.0000
41,49672,58.7810,2.4471,0.0000,212.0000
42,43077,35.4253,6.6061,0.0000,181.0000
42,44420,55.9693,35.0995,0.0000,2366.0000
42,44475,42.9732,7.1409,0.0000,403.0000
43,42835,59.7401,14.4186,0.0000,390.0000
43,43077,35.4253,6.6061,0.0000,2362.0000
43,44420,55.9693,35.0995,0.0000,2433.0000
43,46633,27.9582,58.3388,0.0000,2236.0000
44,42835,59.7401,14.4186,0.0000,1327.0000
44,43077,35.4253,6.6061,0.0000,2458.0000
44,43602,17.3210,62.2693,0.0000,2318.0000
44,44420,55.9693,35.0995,0.0000,505.0000
44,45937,58.8940,2.4344,0.0000,1206.0000
44,46633,27.9582,58.3388,0.0000,2309.0000
44,47836,32.4045,33.0076,0.0000,1904.0000
45,43077,35.4253,6.6061,0.0000,2401.0000
45,43602,17.3210,62.2693,0.0000,2363.0000
45,45937,58.8940,2.4344,0.0000,2374.0000
45,46633,27.9582,58.3388,0.0000,2387.0000
45,47836,32.4045,33.0076,0.0000,2384.0000
46,42014,18.1007,18.9890,0.0000,378.0000
46,43077,35.4253,6.6061,0.0000,2404.0000
46,43602,17.3210,62.2693,0.0000,2350.0000
46,45937,58.8940,2.4344,0.0000,2005.0000
46,46633,27.9582,58.3388,0.0000,2470.0000
46,47836,32.4045,33.0076,0.0000,410.0000
46,48241,3.0526,4.4494,0.0000,578.0000
46,48718,18.4656,0.4667,0.0000,1295.0000
47,42014,18.1007,18.9890,0.0000,2397.0000
47,43077,35.4253,6.6061,0.0000,2380.0000
47,43602,17.3210,62.2693,0.0000,2389.0000
47,46633,27.9582,58.3388,0.0000,2217.0000
47,48241,3.0526,4.4494,0.0000,597.0000
47,48718,18.4656,0.4667,0.0000,2431.0000
48,40984,11.6022,21.4160,0.0000,1397.0000
48,42014,18.1007,18.9890,0.0000,2365.0000
48,43077,35.4253,6.6061,0.0000,2459.0000
48,43602,17.3210,62.2693,0.0000,2411.0000
48,44177,23.0406,4.7132,0.0000,1619.0000
48,48718,18.4656,0.4667,0.0000,2005.0000
49,40984,11.6022,21.4160,0.0000,2491.0000
49,42014,18.1007,18.9890,0.0000,2379.0000
49,43077,35.4253,6.6061,0.0000,2414.0000
49,43602,17.3210,62.2693,0.0000,2305.0000
49,44177,23.0406,4.7132,0.0000,2363.0000
50,40984,11.6022,21.4160,0.0000,1798.0000
50,42014,18.1007,18.9890,0.0000,1289.0000
50,43077,35.4253,6.6061,0.0000,2063.0000
50,43602,17.3210,62.2693,0.0000,1265.0000
50,44177,23.0406,4.7132,0.0000,2448.0000
50,49320,1.3020,40.0769,0.0000,429.0000
51,44071,41.7946,31.2156,0.0000,495.0000
51,44177,23.0406,4.7132,0.0000,2411.0000
51,45255,12.7027,20.9875,0.0000,24.0000
51,45859,59.9039,58.5926,0.0000,1077.0000
51,48443,59.9770,19.5057,0.0000,2148.0000
52,43439,13.0511,26.1402,0.0000,212.0000
52,44071,41.7946,31.2156,0.0000,2391.0000
52,44177,23.0406,4.7132,0.0000,1921.0000
52,45859,59.9039,58.5926,0.0000,2416.0000
52,48443,59.9770,19.5057,0.0000,2405.0000
53,43439,13.0511,26.1402,0.0000,758.0000
53,44071,41.7946,31.2156,0.0000,2392.0000
53,44075,27.0807,43.2722,0.0000,1848.0000
53,45859,59.9039,58.5926,0.0000,767.0000
53,48443,59.9770,19.5057,0.0000,511.0000
54,44071,41.7946,31.2156,0.0000,2438.0000
54,44075,27.0807,43.2722,0.0000,826.0000
54,44135,16.8779,23.7852,0.0000,2002.0000
55,44071,41.7946,31.2156,0.0000,2384.0000
55,44135,16.8779,23.7852,0.0000,2411.0000
56,43611,24.8277,14.9032,0.0000,1902.0000
56,43933,56.1244,25.3549,0.0000,404.0000
56,44071,41.7946,31.2156,0.0000,2278.0000
56,44135,16.8779,23.7852,0.0000,2397.0000
57,40941,10.4660,5.9252,0.0000,599.0000
57,41883,62.6647,47.1773,0.0000,669.0000
57,43611,24.8277,14.9032,0.0000,2474.0000
57,43933,56.1244,25.3549,0.0000,2406.0000
57,44071,41.7946,31.2156,0.0000,2332.0000
57,44135,16.8779,23.7852,0.0000,2398.0000
57,47630,21.8498,50.7793,0.0000,1734.0000
58,40941,10.4660,5.9252,0.0000,2303.0000
58,41883,62.6647,47.1773,0.0000,2420.0000
58,43611,24.8277,14.9032,0.0000,1029.0000
58,43933,56.1244,25.3549,0.0000,1266.0000
58,44071,41.7946,31.2156,0.0000,2353.0000
58,44135,16.8779,23.7852,0.0000,104.0000
58,47630,21.8498,50.7793,0.0000,408.0000
59,40941,10.4660,5.9252,0.0000,1391.0000
59,41883,62.6647,47.1773,0.0000,1429.0000
59,44071,41.7946,31.2156,0.0000,2364.0000
59,48201,23.9471,37.8776,0.0000,973.0000
60,44071,41.7946,31.2156,0.0000,2465.0000
60,48201,23.9471,37.8776,0.0000,2351.0000
61,40854,41.8671,41.4579,0.0000,1574.0000
61,44071,41.7946,31.2156,0.0000,2448.0000
61,48201,23.9471,37.8776,0.0000,2421.0000
62,40854,41.8671,41.4579,0.0000,2438.0000
62,44071,41.7946,31.2156,0.0000,2384.0000
62,48201,23.9471,37.8776,0.0000,2345.0000
63,40854,41.8671,41.4579,0.0000,2392.0000
63,44071,41.7946,31.2156,0.0000,668.0000
63,48201,23.9471,37.8776,0.0000,2378.0000
64,40427,28.5742,24.7033,0.0000,642.0000
64,40854,41.8671,41.4579,0.0000,1123.0000
64,48201,23.9471,37.8776,0.0000,490.0000
65,40427,28.5742,24.7033,0.0000,2370.0000
66,40427,28.5742,24.7033,0.0000,2366.0000
67,40427,28.5742,24.7033,0.0000,2465.0000
68,40427,28.5742,24.7033,0.0000,2321.0000
68,42552,6.6532,59.5868,0.0000,1645.0000
69,40427,28.5742,24.7033,0.0000,556.0000
69,41501,32.3429,23.9786,0.0000,73.0000
69,41781,59.9157,53.9207,0.0000,554.0000
69,42552,6.6532,59.5868,0.0000,268.0000
69,47177,46.3340,62.9567,0.0000,1626.0000
70,40500,13.7374,10.9352,0.0000,818.0000
70,41501,32.3429,23.9786,0.0000,2465.0000
70,47177,46.3340,62.9567,0.0000,2394.0000
71,40500,13.7374,10.9352,0.0000,2431.0000
71,41501,32.3429,23.9786,0.0000,2346.0000
71,45203,15.6589,18.4093,0.0000,806.0000
71,47177,46.3340,62.9567,0.0000,1931.0000
71,49635,30.2050,15.2599,0.0000,2314.0000
72,40019,25.1832,51.0584,0.0000,564.0000
72,40500,13.7374,10.9352,0.0000,2355.0000
72,49635,30.2050,15.2599,0.0000,2353.0000
73,40019,25.1832,51.0584,0.0000,2413.0000
73,40500,13.7374,10.9352,0.0000,2429.0000
73,49635,30.2050,15.2599,0.0000,2344.0000
74,40019,25.1832,51.0584,0.0000,318.0000
74,40500,13.7374,10.9352,0.0000,341.0000
74,42134,7.9536,21.6057,0.0000,35.0000
74,43313,39.1734,51.8509,0.0000,496.0000
74,44590,11.9012,56.1699,0.0000,2399.0000
74,49635,30.2050,15.2599,0.0000,2350.0000
75,42134,7.9536,21.6057,0.0000,2406.0000
75,42145,39.4144,23.7502,0.0000,2013.0000
75,43313,39.1734,51.8509,0.0000,2344.0000
75,44590,11.9012,56.1699,0.0000,1093.0000
75,49635,30.2050,15.2599,0.0000,2385.0000
76,42134,7.9536,21.6057,0.0000,2221.0000
76,42145,39.4144,23.7502,0.0000,93.0000
76,42313,12.7726,38.2886,0.0000,492.0000
76,43313,39.1734,51.8509,0.0000,2358.0000
76,43809,25.8265,49.9602,0.0000,1555.0000
76,44204,29.6740,0.3953,0.0000,567.0000
76,49635,30.2050,15.2599,0.0000,305.0000
77,41487,54.7190,5.3861,0.0000,1456.0000
77,42313,12.7726,38.2886,0.0000,2410.0000
77,43313,39.1734,51.8509,0.0000,2446.0000
77,49073,25.9807,60.9321,0.0000,737.0000
77,49166,36.2974,7.1392,0.0000,2017.0000
78,41487,54.7190,5.3861,0.0000,2443.0000
78,42313,12.7726,38.2886,0.0000,2368.0000
78,43313,39.1734,51.8509,0.0000,363.0000
78,45016,57.9014,56.2116,0.0000,1561.0000
78,49073,25.9807,60.9321,0.0000,2451.0000
78,49166,36.2974,7.1392,0.0000,2440.0000
79,41487,54.7190,5.3861,0.0000,2394.0000
79,42313,12.7726,38.2886,0.0000,2380.0000
79,45016,57.9014,56.2116,0.0000,2355.0000
79,47048,54.7719,47.2606,0.0000,248.0000
79,47714,20.5388,21.2688,0.0000,1937.0000
79,47868,26.1367,8.1848,0.0000,254.0000
79,49030,4.1613,13.5709,0.0000,267.0000
79,49073,25.9807,60.9321,0.0000,2327.0000
79,49166,36.2974,7.1392,0.0000,2253.0000
80,41165,59.1390,41.4124,0.0000,432.0000
80,41487,54.7190,5.3861,0.0000,2354.0000
80,42313,12.7726,38.2886,0.0000,2464.0000
80,45016,57.9014,56.2116,0.0000,2177.0000
80,47048,54.7719,47.2606,0.0000,2497.0000
80,47714,20.5388,21.2688,0.0000,2390.0000
80,47868,26.1367,8.1848,0.0000,2390.0000
80,49030,4.1613,13.5709,0.0000,1845.0000
80,49073,25.9807,60.9321,0.0000,2382.0000
80,49166,36.2974,7.1392,0.0000,2465.0000
81,41165,59.1390,41.4124,0.0000,2363.0000
81,41487,54.7190,5.3861,0.0000,2347.0000
81,42288,15.9622,37.5736,0.0000,149.0000
81,42313,12.7726,38.2886,0.0000,2468.0000
81,44938,58.7533,38.1731,0.0000,839.0000
81,47048,54.7719,47.2606,0.0000,1269.0000
81,47714,20.5388,21.2688,0.0000,2307.0000
81,47868,26.1367,8.1848,0.0000,2427.0000
81,49073,25.9807,60.9321,0.0000,2334.0000
81,49166,36.2974,7.1392,0.0000,2360.0000
82,41165,59.1390,41.4124,0.0000,2346.0000
82,41487,54.7190,5.3861,0.0000,2354.0000
82,42288,15.9622,37.5736,0.0000,2367.0000
82,42313,12.7726,38.2886,0.0000,1844.0000
82,44843,50.1228,10.4816,0.0000,2262.0000
82,44938,58.7533,38.1731,0.0000,2457.0000
82,47868,26.1367,8.1848,0.0000,2441.0000
82,49040,50.8653,51.7212,0.0000,313.0000
82,49073,25.9807,60.9321,0.0000,2458.0000
82,49166,36.2974,7.1392,0.0000,2270.0000
83,41165,59.1390,41.4124,0.0000,2403.0000
83,41487,54.7190,5.3861,0.0000,2438.0000
83,42288,15.9622,37.5736,0.0000,2463.0000
83,44843,50.1228,10.4816,0.0000,2387.0000
83,44938,58.7533,38.1731,0.0000,1518.0000
83,47868,26.1367,8.1848,0.0000,2478.0000
83,49073,25.9807,60.9321,0.0000,2376.0000
83,49166,36.2974,7.1392,0.0000,2302.0000
83,49560,20.9222,46.0570,0.0000,2103.0000
84,41165,59.1390,41.4124,0.0000,2375.0000
84,41487,54.7190,5.3861,0.0000,2304.0000
84,42288,15.9622,37.5736,0.0000,2381.0000
84,44843,50.1228,10.4816,0.0000,1566.0000
84,47868,26.1367,8.1848,0.0000,657.0000
84,49073,25.9807,60.9321,0.0000,2446.0000
84,49166,36.2974,7.1392,0.0000,2443.0000
84,49560,20.9222,46.0570,0.0000,2431.0000
85,41165,59.1390,41.4124,0.0000,2419.0000
85,41487,54.7190,5.3861,0.0000,2430.0000
85,42288,15.9622,37.5736,0.0000,2386.0000
85,44559,50.1679,6.1037,0.0000,1376.0000
85,45021,32.5069,10.6628,0.0000,643.0000
85,49073,25.9807,60.9321,0.0000,843.0000
85,49166,36.2974,7.1392,0.0000,1616.0000
85,49560,20.9222,46.0570,0.0000,2375.0000
86,41165,59.1390,41.4124,0.0000,2412.0000
86,41451,44.2532,60.4006,0.0000,1995.0000
86,41487,54.7190,5.3861,0.0000,2455.0000
86,42288,15.9622,37.5736,0.0000,623.0000
86,44559,50.1679,6.1037,0.0000,471.0000
86,45021,32.5069,10.6628,0.0000,544.0000
86,49560,20.9222,46.0570,0.0000,2418.0000
87,40928,57.5076,13.4862,0.0000,775.0000
87,41165,59.1390,41.4124,0.0000,2520.0000
87,41451,44.2532,60.4006,0.0000,2367.0000
87,41487,54.7190,5.3861,0.0000,862.0000
87,42928,61.3482,55.8268,0.0000,386.0000
87,49520,36.6697,13.5856,0.0000,2249.0000
87,49560,20.9222,46.0570,0.0000,2393.0000
88,40928,57.5076,13.4862,0.0000,2158.0000
88,41165,59.1390,41.4124,0.0000,2378.0000
88,41451,44.2532,60.4006,0.0000,1141.0000
88,41821,32.4285,16.0864,0.0000,226.0000
88,42928,61.3482,55.8268,0.0000,2377.0000
88,43687,31.0389,31.4121,0.0000,98.0000
88,49520,36.6697,13.5856,0.0000,2406.0000
88,49560,20.9222,46.0570,0.0000,2334.0000
89,41165,59.1390,41.4124,0.0000,2304.0000
89,42928,61.3482,55.8268,0.0000,1783.0000
89,43687,31.0389,31.4121,0.0000,2395.0000
89,45791,54.9754,35.8342,0.0000,329.0000
89,46967,56.9249,8.8861,0.0000,1043.0000
89,49520,36.6697,13.5856,0.0000,2348.0000
89,49560,20.9222,46.0570,0.0000,1298.0000
90,43660,54.4171,25.0960,0.0000,1315.0000
90,43687,31.0389,31.4121,0.0000,2390.0000
90,45791,54.9754,35.8342,0.0000,1022.0000
90,46967,56.9249,8.8861,0.0000,2307.0000
90,47659,31.4015,62.2601,0.0000,2280.0000
90,49520,36.6697,13.5856,0.0000,98.0000
91,42244,52.1946,39.2877,0.0000,632.0000
91,43660,54.4171,25.0960,0.0000,2426.0000
91,43687,31.0389,31.4121,0.0000,2397.0000
91,46967,56.9249,8.8861,0.0000,2400.0000
91,47659,31.4015,62.2601,0.0000,2364.0000
92,42244,52.1946,39.2877,0.0000,2409.0000
92,43660,54.4171,25.0960,0.0000,1914.0000
92,43687,31.0389,31.4121,0.0000,446.0000
92,46967,56.9249,8.8861,0.0000,2327.0000
92,47659,31.4015,62.2601,0.0000,410.0000
93,42244,52.1946,39.2877,0.0000,855.0000
93,42701,18.0769,24.2514,0.0000,159.0000
93,46967,56.9249,8.8861,0.0000,541.0000
94,40640,57.7040,55.2793,0.0000,1896.0000
94,42037,48.8560,23.9533,0.0000,549.0000
94,42701,18.0769,24.2514,0.0000,2353.0000
95,40640,57.7040,55.2793,0.0000,2437.0000
95,42037,48.8560,23.9533,0.0000,2445.0000
95,42701,18.0769,24.2514,0.0000,2431.0000
95,42820,37.3772,26.9609,0.0000,217.0000
96,40640,57.7040,55.2793,0.0000,2417.0000
96,42037,48.8560,23.9533,0.0000,1562.0000
96,42701,18.0769,24.2514,0.0000,2357.0000
96,42820,37.3772,26.9609,0.0000,2398.0000
96,44897,45.5934,33.5105,0.0000,37.0000
97,40640,57.7040,55.2793,0.0000,2345.0000
97,40974,44.7026,41.6031,0.0000,1304.0000
97,42701,18.0769,24.2514,0.0000,2396.0000
97,42820,37.3772,26.9609,0.0000,2461.0000
97,44897,45.5934,33.5105,0.0000,2436.0000
98,40640,57.7040,55.2793,0.0000,2459.0000
98,42701,18.0769,24.2514,0.0000,1456.0000
98,42820,37.3772,26.9609,0.0000,2344.0000
98,44897,45.5934,33.5105,0.0000,2391.0000
98,46834,13.0220,13.6818,0.0000,698.0000
99,40640,57.7040,55.2793,0.0000,2349.0000
99,42820,37.3772,26.9609,0.0000,2350.0000
100,40640,57.7040,55.2793,0.0000,2417.0000
100,40864,35.1507,29.9433,0.0000,374.0000
100,42820,37.3772,26.9609,0.0000,2424.0000
100,43494,26.8891,22.5849,0.0000,2310.0000
101,40640,57.7040,55.2793,0.0000,2378.0000
101,40864,35.1507,29.9433,0.0000,2413.0000
101,42820,37.3772,26.9609,0.0000,2015.0000
101,43494,26.8891,22.5849,0.0000,2271.0000
102,40640,57.7040,55.2793,0.0000,2381.0000
102,40864,35.1507,29.9433,0.0000,1534.0000
102,43494,26.8891,22.5849,0.0000,2411.0000
102,46301,11.1897,9.2563,0.0000,1570.0000
103,40640,57.7040,55.2793,0.0000,2078.0000
103,41581,32.5680,55.3592,0.0000,602.0000
103,43494,26.8891,22.5849,0.0000,2413.0000
103,44068,22.0157,12.2563,0.0000,781.0000
103,44447,13.8136,30.5797,0.0000,851.0000
103,46301,11.1897,9.2563,0.0000,2378.0000
104,41581,32.5680,55.3592,0.0000,2354.0000
104,43494,26.8891,22.5849,0.0000,1130.0000
104,44447,13.8136,30.5797,0.0000,2420.0000
104,45851,31.7695,33.2343,0.0000,2292.0000
104,46301,11.1897,9.2563,0.0000,939.0000
105,44447,13.8136,30.5797,0.0000,1236.0000
105,44470,53.8781,1.2434,0.0000,31.0000
105,45851,31.7695,33.2343,0.0000,7.0000
106,44470,53.8781,1.2434,0.0000,2305.0000
106,45373,25.6133,33.3448,0.0000,2247.0000
106,49842,33.7060,12.3132,0.0000,2003.0000
107,42458,61.1066,52.2510,0.0000,587.0000
107,44470,53.8781,1.2434,0.0000,2395.0000
107,45373,25.6133,33.3448,0.0000,2406.0000
107,49470,53.7437,24.5433,0.0000,226.0000
107,49842,33.7060,12.3132,0.0000,2014.0000
108,42586,38.7609,35.0971,0.0000,1844.0000
108,44470,53.8781,1.2434,0.0000,2347.0000
108,45373,25.6133,33.3448,0.0000,2080.0000
109,42586,38.7609,35.0971,0.0000,2454.0000
109,44470,53.8781,1.2434,0.0000,2417.0000
110,42237,3.6965,39.2586,0.0000,474.0000
110,42586,38.7609,35.0971,0.0000,2456.0000
110,44470,53.8781,1.2434,0.0000,718.0000
111,42191,39.0330,11.1567,0.0000,342.0000
111,42237,3.6965,39.2586,0.0000,2362.0000
111,42586,38.7609,35.0971,0.0000,2343.0000
112,42191,39.0330,11.1567,0.0000,2396.0000
112,42237,3.6965,39.2586,0.0000,2404.0000
112,42586,38.7609,35.0971,0.0000,2410.0000
112,46590,51.3977,34.2896,0.0000,639.0000
112,47020,22.6721,11.4691,0.0000,1095.0000
113,42191,39.0330,11.1567,0.0000,2426.0000
113,42237,3.6965,39.2586,0.0000,2227.0000
113,42586,38.7609,35.0971,0.0000,2522.0000
113,45033,55.5096,7.4769,0.0000,96.0000
113,47020,22.6721,11.4691,0.0000,2355.0000
114,42191,39.0330,11.1567,0.0000,2365.0000
114,42586,38.7609,35.0971,0.0000,849.0000
114,45033,55.5096,7.4769,0.0000,128.0000
114,47020,22.6721,11.4691,0.0000,2461.0000
114,47990,34.0482,33.3058,0.0000,197.0000
115,42191,39.0330,11.1567,0.0000,782.0000
115,47020,22.6721,11.4691,0.0000,2377.0000
115,47990,34.0482,33.3058,0.0000,2408.0000
116,47020,22.6721,11.4691,0.0000,2412.0000
116,47990,34.0482,33.3058,0.0000,2303.0000
117,47020,22.6721,11.4691,0.0000,2089.0000
117,47990,34.0482,33.3058,0.0000,2409.0000
118,41350,11.9590,54.8313,0.0000,1320.0000
118,47990,34.0482,33.3058,0.0000,2420.0000
119,41350,11.9590,54.8313,0.0000,1662.0000
119,47990,34.0482,33.3058,0.0000,2341.0000
120,47990,34.0482,33.3058,0.0000,2400.0000
120,48624,49.0981,15.5634,0.0000,259.0000
120,49701,59.9171,26.0896,0.0000,109.0000
120,49989,54.4592,28.5076,0.0000,680.0000
121,47240,10.3074,12.1972,0.0000,1956.0000
121,47990,34.0482,33.3058,0.0000,2401.0000
121,49701,59.9171,26.0896,0.0000,2405.0000
121,49989,54.4592,28.5076,0.0000,2400.0000
122,44421,20.6134,19.7642,0.0000,2367.0000
122,47990,34.0482,33.3058,0.0000,2422.0000
122,49701,59.9171,26.0896,0.0000,2495.0000
122,49989,54.4592,28.5076,0.0000,2402.0000
123,44421,20.6134,19.7642,0.0000,2424.0000
123,47990,34.0482,33.3058,0.0000,2492.0000
123,49701,59.9171,26.0896,0.0000,53.0000
123,49989,54.4592,28.5076,0.0000,2359.0000
124,44421,20.6134,19.7642,0.0000,2442.0000
124,47990,34.0482,33.3058,0.0000,2448.0000
124,49989,54.4592,28.5076,0.0000,2402.0000
125,44421,20.6134,19.7642,0.0000,2390.0000
125,47990,34.0482,33.3058,0.0000,2287.0000
125,48398,31.0334,8.6338,0.0000,212.0000
125,49989,54.4592,28.5076,0.0000,2384.0000
126,40789,53.8020,62.3274,0.0000,2212.0000
126,42078,5.5710,23.2905,0.0000,607.0000
126,44421,20.6134,19.7642,0.0000,2387.0000
126,48398,31.0334,8.6338,0.0000,257.0000
126,49989,54.4592,28.5076,0.0000,2330.0000
127,40789,53.8020,62.3274,0.0000,2407.0000
127,42078,5.5710,23.2905,0.0000,2408.0000
127,44421,20.6134,19.7642,0.0000,2390.0000
127,45842,55.4058,35.2551,0.0000,2209.0000
127,49989,54.4592,28.5076,0.0000,2417.0000
128,40789,53.8020,62.3274,0.0000,2338.0000
128,44421,20.6134,19.7642,0.0000,2363.0000
128,45842,55.4058,35.2551,0.0000,2434.0000
128,49989,54.4592,28.5076,0.0000,1226.0000
129,40324,36.5392,39.2527,0.0000,647.0000
129,40789,53.8020,62.3274,0.0000,2301.0000
129,44421,20.6134,19.7642,0.0000,614.0000
129,45576,13.1340,9.0921,0.0000,1163.0000
129,45842,55.4058,35.2551,0.0000,2373.0000
130,40324,36.5392,39.2527,0.0000,2342.0000
130,40789,53.8020,62.3274,0.0000,2439.0000
130,45576,13.1340,9.0921,0.0000,2465.0000
130,45842,55.4058,35.2551,0.0000,1001.0000
131,40324,36.5392,39.2527,0.0000,2406.0000
131,40789,53.8020,62.3274,0.0000,260.0000
